from-to,score,userA_id,userB_id,has_common_skills,n_common_skills,has_common_schools,n_common_schools,has_common_industry,n_common_industry,has_common_company,n_common_company
6276191-2385107,1.0,6276191,2385107,0,0,0,0,0,0,0,0
4710902-1020084,3.0,4710902,1020084,0,0,0,0,1,1,0,0
87146-4801004,2.0,87146,4801004,0,-1,0,0,1,1,0,0
6287029-6290564,0.0,6287029,6290564,1,1,0,0,0,0,0,0
183278-234335,0.0,183278,234335,1,3,0,-1,1,2,0,0
48197-2085861,0.0,48197,2085861,1,2,0,0,1,1,1,-2
6270812-38761,2.0,6270812,38761,0,-1,1,-2,1,2,0,0
29398-5007504,0.0,29398,5007504,0,0,0,-1,1,1,0,0
2172934-1018846,2.0,2172934,1018846,0,0,0,0,1,1,1,-2
6277101-6317562,1.0,6277101,6317562,0,-1,0,0,1,1,0,0
6287619-35553,1.0,6287619,35553,1,3,0,0,1,2,0,0
6309829-1217108,0.0,6309829,1217108,0,0,0,0,0,0,1,-2
6321519-6328120,3.0,6321519,6328120,0,0,1,-2,0,0,0,0
6286313-6336083,2.0,6286313,6336083,0,0,0,0,1,1,1,-2
6326672-1343999,3.0,6326672,1343999,0,-1,0,0,1,1,0,0
6283549-6277559,1.0,6283549,6277559,1,3,1,-2,1,1,1,-2
6276807-6331072,2.0,6276807,6331072,0,0,0,0,0,0,1,-2
6333544-6336769,2.0,6333544,6336769,1,2,0,0,0,0,0,0
1803252-820131,3.0,1803252,820131,1,1,0,-1,0,0,1,-2
952537-6269477,1.0,952537,6269477,0,-1,0,0,1,1,1,-2
3084963-5806389,0.0,3084963,5806389,0,-1,0,0,0,0,1,-2
6303447-3635838,0.0,6303447,3635838,0,0,1,-2,1,2,1,-2
261004-159003,2.0,261004,159003,0,-1,0,0,1,1,1,-2
36858-829541,0.0,36858,829541,0,0,0,0,1,2,1,-2
218618-4242765,0.0,218618,4242765,1,-2,0,0,1,1,1,-2
6317464-6324861,2.0,6317464,6324861,1,1,0,0,0,0,0,0
6275125-6279830,3.0,6275125,6279830,0,0,0,0,1,1,0,0
26275-2981328,3.0,26275,2981328,0,-1,0,-1,0,-1,0,-1
6297981-866249,0.0,6297981,866249,0,-1,0,0,1,1,0,0
6286318-6340156,1.0,6286318,6340156,0,-1,0,-1,1,1,0,0
6286236-6283688,3.0,6286236,6283688,0,0,0,0,0,0,1,-2
21436-138219,1.0,21436,138219,0,-1,0,0,1,1,0,0
6325138-6328485,0.0,6325138,6328485,0,-1,0,0,0,0,0,0
6272274-83049,0.0,6272274,83049,0,-1,0,0,1,1,1,-2
37177-6242327,2.0,37177,6242327,1,1,1,-2,1,1,0,0
6284891-6304816,1.0,6284891,6304816,1,1,0,0,1,1,0,0
923885-3629317,2.0,923885,3629317,0,-1,0,0,0,0,0,0
5058542-2450375,3.0,5058542,2450375,0,0,1,-2,1,1,1,-2
83049-1011902,0.0,83049,1011902,0,-1,1,-2,1,1,1,-2
6280305-6327359,1.0,6280305,6327359,1,1,0,0,0,-1,0,-1
101568-175013,1.0,101568,175013,1,1,0,-1,1,3,1,-2
144466-1053985,2.0,144466,1053985,1,2,0,-1,1,1,0,0
116631-1963769,2.0,116631,1963769,1,1,0,0,1,4,1,-2
6297154-25217,0.0,6297154,25217,1,2,0,-1,1,1,1,-2
18955-35151,1.0,18955,35151,0,-1,1,-2,1,1,1,-2
6283912-6274707,1.0,6283912,6274707,0,-1,0,-1,0,0,0,0
6283371-6298835,3.0,6283371,6298835,1,4,0,0,1,1,1,-2
6311479-1886677,0.0,6311479,1886677,0,-1,0,0,1,1,0,0
3806681-33828,3.0,3806681,33828,0,0,0,0,1,1,0,0
17788-27063,2.0,17788,27063,0,-1,0,-1,1,1,1,-2
6302868-6310367,1.0,6302868,6310367,0,0,0,0,0,0,1,-2
271610-17021,2.0,271610,17021,0,-1,0,0,1,1,1,-2
6305111-1861942,2.0,6305111,1861942,0,-1,1,-2,1,1,0,0
6272460-36861,1.0,6272460,36861,0,0,0,0,0,0,0,0
1293195-857912,2.0,1293195,857912,1,2,1,-2,1,1,1,-2
89254-25085,0.0,89254,25085,0,-1,1,-2,1,1,1,-2
2181137-4565365,3.0,2181137,4565365,0,-1,0,0,1,1,1,-2
6308632-6308272,2.0,6308632,6308272,0,0,0,0,0,0,0,0
63215-217106,0.0,63215,217106,0,-1,1,-2,1,1,1,-2
6324149-6283208,3.0,6324149,6283208,0,-1,0,-1,1,1,0,0
6273416-21811,0.0,6273416,21811,0,-1,0,0,0,0,1,-2
2234820-25305,2.0,2234820,25305,0,0,0,0,0,0,1,-2
19626-6307289,1.0,19626,6307289,1,2,0,0,1,2,0,0
6269272-2419226,0.0,6269272,2419226,0,0,0,0,1,1,1,-2
285095-6202263,0.0,285095,6202263,0,0,0,0,1,2,0,0
571513-6270691,2.0,571513,6270691,0,-1,0,0,1,1,1,-2
112204-602454,0.0,112204,602454,1,1,0,0,1,2,0,0
6276963-1313659,3.0,6276963,1313659,0,-1,0,-1,0,0,1,-2
6283848-700731,3.0,6283848,700731,1,2,0,0,0,0,0,0
6271584-518538,3.0,6271584,518538,0,0,1,-2,1,1,0,0
6282018-1255908,0.0,6282018,1255908,1,1,0,0,0,0,1,-2
2791-1017465,2.0,2791,1017465,0,-1,0,0,1,1,1,-2
3574158-6201095,3.0,3574158,6201095,0,0,1,-2,0,0,1,-2
6269278-6305545,1.0,6269278,6305545,0,-1,0,-1,1,1,0,0
6271333-17397,0.0,6271333,17397,0,0,0,0,0,0,0,0
6325143-175013,1.0,6325143,175013,0,0,0,0,1,1,0,0
6277293-1751805,0.0,6277293,1751805,1,1,0,0,1,1,1,-2
1355347-6268328,1.0,1355347,6268328,0,-1,0,-1,1,1,1,-2
1-6340560,1.0,1,6340560,0,-1,0,0,1,1,1,-2
6269090-49176,1.0,6269090,49176,0,-1,0,-1,1,1,1,-2
385248-6289494,1.0,385248,6289494,1,1,0,0,1,1,1,-2
1148037-6315706,1.0,1148037,6315706,0,-1,0,0,1,1,0,0
568099-820216,2.0,568099,820216,0,-1,0,0,1,1,1,-2
6272423-156627,2.0,6272423,156627,0,-1,0,0,1,1,1,-2
6286357-225527,0.0,6286357,225527,0,0,0,-1,0,0,1,-2
4738745-2073698,2.0,4738745,2073698,0,-1,0,0,1,1,0,0
1576722-1254720,3.0,1576722,1254720,0,-1,1,-2,1,1,1,-2
6271851-22730,2.0,6271851,22730,0,-1,0,0,1,1,0,0
4512795-1671828,1.0,4512795,1671828,1,1,0,0,1,1,0,0
6270671-6317105,3.0,6270671,6317105,0,-1,0,0,0,0,0,0
6273117-6272610,2.0,6273117,6272610,1,1,1,-2,1,1,1,-2
144466-17603,2.0,144466,17603,0,0,0,-1,1,1,1,-2
6297154-108285,0.0,6297154,108285,0,-1,0,-1,1,1,1,-2
1253423-6281269,1.0,1253423,6281269,1,2,0,0,0,0,1,-2
1912141-221212,2.0,1912141,221212,0,-1,0,0,1,1,1,-2
3629317-2429207,1.0,3629317,2429207,0,-1,0,0,0,0,0,0
39391-1213842,2.0,39391,1213842,0,0,0,0,1,1,1,-2
6302742-6204622,3.0,6302742,6204622,0,-1,0,0,0,0,1,-2
1093962-1300860,1.0,1093962,1300860,0,-1,0,-1,1,1,0,0
6286039-6313237,0.0,6286039,6313237,0,-1,0,0,0,0,0,0
36897-27777,2.0,36897,27777,0,0,1,-2,1,1,1,-2
6273404-1959585,2.0,6273404,1959585,0,0,0,0,1,1,1,-2
6298269-6343441,3.0,6298269,6343441,0,-1,0,-1,1,1,0,0
20315-234048,3.0,20315,234048,1,5,1,-2,0,0,1,-2
6328339-6325881,3.0,6328339,6325881,0,-1,1,-2,1,1,1,-2
88350-1527058,0.0,88350,1527058,0,0,0,-1,1,1,1,-2
6304762-6304552,0.0,6304762,6304552,0,-1,0,0,0,0,1,-2
2697142-4336382,0.0,2697142,4336382,0,0,0,0,1,1,0,0
1363197-6271548,1.0,1363197,6271548,0,-1,0,0,1,2,0,0
131659-919521,3.0,131659,919521,0,0,1,-2,1,1,1,-2
1006827-6272773,3.0,1006827,6272773,1,1,0,0,1,1,0,0
249893-4688089,3.0,249893,4688089,0,0,0,0,1,1,1,-2
81740-1800914,3.0,81740,1800914,0,0,0,0,1,1,1,-2
6288794-6295874,1.0,6288794,6295874,0,0,0,0,0,-1,0,-1
6275839-20171,0.0,6275839,20171,0,0,1,-2,1,1,1,-2
6300526-6293231,0.0,6300526,6293231,0,-1,0,0,1,1,0,0
25136-4583401,0.0,25136,4583401,0,0,0,-1,1,1,1,-2
1271389-99500,1.0,1271389,99500,0,0,0,0,0,0,0,0
6264736-232858,2.0,6264736,232858,0,-1,1,-2,1,2,0,0
6281185-32864,3.0,6281185,32864,0,0,0,0,0,0,1,-2
900818-6273726,3.0,900818,6273726,0,0,0,-1,0,0,0,0
6296528-6299584,0.0,6296528,6299584,0,0,0,0,1,1,0,0
2220335-6235164,0.0,2220335,6235164,0,-1,0,0,1,1,1,-2
36858-6325738,1.0,36858,6325738,0,-1,0,0,0,0,0,0
6268997-6270694,3.0,6268997,6270694,0,-1,0,-1,1,2,1,-2
6280090-856848,0.0,6280090,856848,0,0,0,0,0,0,0,0
35376-14321,2.0,35376,14321,0,-1,1,-2,1,1,1,-2
931957-1402852,2.0,931957,1402852,0,0,0,0,1,1,1,-2
36906-9361,2.0,36906,9361,1,6,1,-2,1,2,1,-2
78144-43117,2.0,78144,43117,1,3,0,0,1,1,0,0
895745-6271567,1.0,895745,6271567,1,1,0,0,1,1,0,0
4567491-6274513,1.0,4567491,6274513,0,-1,0,0,0,0,0,0
6268328-6269531,2.0,6268328,6269531,0,-1,0,-1,1,1,1,-2
6338179-6337857,1.0,6338179,6337857,0,-1,0,0,0,0,0,0
108097-18894,0.0,108097,18894,0,0,0,-1,1,1,1,-2
218618-2199131,1.0,218618,2199131,1,-2,0,0,1,1,0,0
818382-1823405,0.0,818382,1823405,0,-1,1,1,0,0,1,-2
743381-19379,2.0,743381,19379,0,-1,0,-1,1,1,1,-2
28310-6551,1.0,28310,6551,1,1,0,-1,1,1,1,-2
3606840-892301,0.0,3606840,892301,0,-1,0,0,1,1,0,0
1995303-47884,2.0,1995303,47884,0,-1,0,0,1,1,0,0
225385-6191927,2.0,225385,6191927,0,-1,0,-1,0,0,0,0
6272966-23510,1.0,6272966,23510,0,-1,1,-2,0,0,0,0
6329815-6307677,1.0,6329815,6307677,0,0,0,0,1,1,0,0
1902449-39391,2.0,1902449,39391,1,3,1,-2,1,1,1,-2
2447192-1238582,3.0,2447192,1238582,0,0,1,-2,1,1,1,-2
6269471-3591107,2.0,6269471,3591107,0,0,1,-2,1,1,1,-2
6297899-6275575,2.0,6297899,6275575,0,0,0,-1,1,1,1,-2
4426871-872066,0.0,4426871,872066,0,-1,0,-1,1,1,0,0
6329721-6303048,2.0,6329721,6303048,0,-1,1,-2,0,0,0,0
3411773-1915279,0.0,3411773,1915279,0,-1,0,0,1,2,1,-2
3753450-1141662,2.0,3753450,1141662,0,-1,0,0,1,2,1,-2
361346-20218,0.0,361346,20218,0,-1,0,0,1,1,0,0
50582-213594,0.0,50582,213594,0,-1,0,0,1,1,1,-2
3761-17278,3.0,3761,17278,0,-1,0,0,1,1,0,0
1059113-1183614,2.0,1059113,1183614,0,-1,0,0,1,1,1,-2
18161-16881,2.0,18161,16881,0,-1,0,0,1,1,1,-2
434434-6270777,2.0,434434,6270777,0,-1,0,-1,1,1,0,0
11771-17289,0.0,11771,17289,0,-1,0,0,1,1,0,0
28810-3872648,2.0,28810,3872648,1,1,0,0,1,1,1,-2
1175319-1410886,3.0,1175319,1410886,0,-1,0,-1,1,1,1,-2
6337755-6343535,1.0,6337755,6343535,0,0,0,0,1,1,0,0
6319513-6299989,3.0,6319513,6299989,1,-2,0,-1,0,0,1,-2
5866023-75255,2.0,5866023,75255,0,-1,0,-1,1,2,1,-2
6327776-6311582,1.0,6327776,6311582,0,-1,0,-1,1,1,1,-2
44714-2493339,2.0,44714,2493339,0,-1,1,-2,1,2,1,-2
18360-6309713,1.0,18360,6309713,0,0,0,0,0,0,1,-2
37901-37779,2.0,37901,37779,1,4,0,0,1,1,0,0
6329445-6300688,3.0,6329445,6300688,0,0,0,0,0,0,0,0
21380-277857,3.0,21380,277857,1,1,1,-2,0,0,1,-2
6269708-27783,1.0,6269708,27783,1,1,1,-2,0,0,0,0
6273989-46378,0.0,6273989,46378,0,0,1,-2,1,1,1,-2
166478-2484141,2.0,166478,2484141,0,-1,0,-1,1,1,1,-2
23755-25234,0.0,23755,25234,0,-1,0,0,1,1,0,0
1751236-6276696,3.0,1751236,6276696,0,-1,1,-2,0,0,0,0
6301770-4619366,3.0,6301770,4619366,0,-1,0,0,0,0,0,0
6270798-25082,2.0,6270798,25082,0,-1,0,-1,1,1,1,-2
4547868-41,3.0,4547868,41,0,0,0,0,1,1,0,0
6327625-6295708,3.0,6327625,6295708,1,3,0,0,0,0,0,0
6289420-102902,0.0,6289420,102902,1,1,0,0,0,0,0,0
6273632-17229,0.0,6273632,17229,0,-1,0,0,1,1,0,0
6327194-6323909,3.0,6327194,6323909,0,0,0,0,0,0,1,-2
6334557-6337592,3.0,6334557,6337592,0,-1,0,0,0,0,1,-2
6281863-6270090,1.0,6281863,6270090,0,0,0,0,1,1,1,-2
6299944-6335965,1.0,6299944,6335965,0,-1,0,0,0,0,1,-2
6271542-5353662,1.0,6271542,5353662,0,-1,0,0,1,1,0,0
1210330-156204,2.0,1210330,156204,0,-1,0,-1,0,0,1,-2
6270812-27776,2.0,6270812,27776,0,-1,0,0,1,1,1,-2
1760747-277154,2.0,1760747,277154,1,1,0,-1,1,1,1,-2
6304187-207154,0.0,6304187,207154,0,0,0,0,1,1,1,-2
6197571-2206715,1.0,6197571,2206715,1,-2,1,-2,0,0,0,0
2067140-102259,2.0,2067140,102259,1,2,0,-1,0,-1,0,-1
6292078-6317355,3.0,6292078,6317355,0,-1,0,0,0,0,0,0
40756-1364038,0.0,40756,1364038,0,-1,0,0,1,2,1,-2
6311031-6319727,0.0,6311031,6319727,0,0,0,-1,1,1,0,0
6313346-6297710,3.0,6313346,6297710,0,-1,0,-1,1,1,0,0
47858-6330722,3.0,47858,6330722,1,2,0,0,1,1,1,-2
153921-27289,0.0,153921,27289,1,2,0,0,1,3,0,0
6276807-6337122,2.0,6276807,6337122,0,-1,0,0,0,0,0,0
4608271-1912141,2.0,4608271,1912141,0,-1,0,0,1,1,1,-2
6290682-919055,3.0,6290682,919055,0,-1,0,-1,0,0,0,0
6285519-6284571,1.0,6285519,6284571,0,0,0,0,0,0,1,-2
6270762-39347,1.0,6270762,39347,0,-1,0,0,1,1,1,-2
6295065-6295479,1.0,6295065,6295479,1,1,0,0,0,0,1,-2
6217932-6197181,3.0,6217932,6197181,1,1,0,0,0,0,1,-2
6305381-6332144,3.0,6305381,6332144,0,-1,0,0,0,0,1,-2
30092-1293195,0.0,30092,1293195,1,1,1,-2,1,1,1,-2
6272957-6288228,0.0,6272957,6288228,1,1,0,-1,0,0,0,0
3468283-2422093,1.0,3468283,2422093,0,0,0,0,1,1,1,-2
1185423-15441,2.0,1185423,15441,0,0,0,0,1,1,1,-2
38792-51002,2.0,38792,51002,0,-1,0,0,1,1,0,0
2412278-17278,1.0,2412278,17278,0,-1,0,0,0,0,0,0
36898-1240598,0.0,36898,1240598,1,1,1,-2,1,1,1,-2
6244411-4232774,3.0,6244411,4232774,1,1,0,-1,0,0,1,-2
1912141-1753951,2.0,1912141,1753951,0,-1,0,0,0,0,1,-2
111425-3851,1.0,111425,3851,0,0,0,0,1,1,1,-2
6275425-6269531,2.0,6275425,6269531,1,2,0,0,1,1,1,-2
261004-22663,0.0,261004,22663,0,-1,1,-2,1,1,1,-2
1175319-3690997,2.0,1175319,3690997,0,-1,0,0,1,2,1,-2
1165933-4512791,2.0,1165933,4512791,0,-1,0,0,1,1,1,-2
6307850-6288784,3.0,6307850,6288784,0,-1,0,0,0,0,0,0
6281872-3612093,1.0,6281872,3612093,0,-1,0,-1,1,1,0,0
238620-820652,0.0,238620,820652,1,1,1,-2,1,1,0,0
18934-1692984,0.0,18934,1692984,0,-1,0,0,1,1,1,-2
6292455-6313479,3.0,6292455,6313479,0,0,0,0,1,1,1,-2
6271696-18161,2.0,6271696,18161,0,-1,1,2,1,1,0,0
35211-1457499,2.0,35211,1457499,0,-1,0,0,1,1,1,-2
77745-3833950,2.0,77745,3833950,0,-1,1,-2,0,0,1,-2
4517390-11721,1.0,4517390,11721,0,0,1,-2,1,2,1,-2
892301-79374,2.0,892301,79374,0,-1,0,0,1,1,0,0
6297736-6304239,3.0,6297736,6304239,0,0,0,0,0,0,0,0
6289002-6309762,1.0,6289002,6309762,0,0,0,0,0,0,0,0
48591-6268977,2.0,48591,6268977,0,0,1,-2,1,1,1,-2
6302360-6293158,0.0,6302360,6293158,0,0,0,0,1,1,0,0
18276-6269945,3.0,18276,6269945,0,-1,0,-1,1,1,1,1
11081-20794,2.0,11081,20794,0,-1,0,-1,1,1,1,-2
1036252-6296449,3.0,1036252,6296449,0,0,0,0,0,0,1,-2
6315305-6308733,0.0,6315305,6308733,0,-1,0,0,0,0,0,0
6291017-6274813,0.0,6291017,6274813,1,-2,0,0,1,1,1,-2
6269147-321,2.0,6269147,321,1,6,0,0,1,1,1,1
3625735-3063845,0.0,3625735,3063845,0,-1,0,0,1,1,0,0
160158-6269531,2.0,160158,6269531,1,6,0,0,1,1,1,-2
6315165-6274266,0.0,6315165,6274266,0,-1,0,0,1,1,1,-2
4528811-6254579,1.0,4528811,6254579,0,-1,0,-1,1,1,0,0
6268991-1811127,0.0,6268991,1811127,0,0,0,0,0,0,1,-2
6297108-6329235,3.0,6297108,6329235,1,1,0,0,0,0,1,-2
6284563-6294176,1.0,6284563,6294176,0,-1,0,0,0,0,1,-2
6269278-6298694,1.0,6269278,6298694,0,-1,0,-1,1,1,0,0
6293630-6285104,3.0,6293630,6285104,1,3,0,0,1,1,0,0
895745-3788076,1.0,895745,3788076,1,3,0,0,1,3,1,-2
514836-885600,0.0,514836,885600,1,2,0,0,1,1,1,-2
6192126-8881,3.0,6192126,8881,0,0,0,0,1,1,1,-2
6303169-6299283,1.0,6303169,6299283,0,-1,0,0,1,1,0,0
222572-6285722,3.0,222572,6285722,0,0,1,-2,1,1,0,0
6200871-1234857,3.0,6200871,1234857,1,2,0,0,1,2,1,1
21780-6270064,3.0,21780,6270064,0,-1,0,0,1,1,1,-2
6283151-3787675,1.0,6283151,3787675,1,1,0,0,1,1,1,-2
153332-56606,2.0,153332,56606,0,-1,1,-2,1,1,0,0
50726-15481,2.0,50726,15481,0,0,0,0,1,1,1,-2
6341323-6341515,3.0,6341323,6341515,0,-1,0,-1,1,1,1,-2
28810-6270372,2.0,28810,6270372,0,0,0,0,1,1,0,0
2360098-17410,1.0,2360098,17410,1,1,0,0,0,0,0,0
21009-1882980,2.0,21009,1882980,1,3,1,1,1,1,0,0
6275629-1214192,0.0,6275629,1214192,0,0,0,0,0,0,0,0
387257-6235223,1.0,387257,6235223,0,0,1,1,1,2,0,0
4529613-4640534,2.0,4529613,4640534,0,-1,0,-1,1,1,1,-2
6284281-6280484,0.0,6284281,6280484,1,2,0,0,0,0,1,-2
1060426-1065990,0.0,1060426,1065990,1,1,0,0,1,1,0,0
2390925-1248933,0.0,2390925,1248933,1,1,0,0,1,1,0,0
27993-156356,1.0,27993,156356,0,-1,1,-2,1,1,1,-2
628519-6268974,1.0,628519,6268974,0,-1,0,0,1,2,1,-2
5910182-18699,3.0,5910182,18699,0,-1,0,-1,1,1,1,-2
23397-2198650,0.0,23397,2198650,0,-1,1,-2,1,1,1,-2
6273660-1237727,0.0,6273660,1237727,0,-1,0,0,1,1,0,0
105551-1034939,0.0,105551,1034939,0,-1,0,0,0,0,0,0
6269219-2239394,1.0,6269219,2239394,1,1,0,0,1,1,1,-2
23903-6272354,3.0,23903,6272354,0,-1,0,-1,1,1,1,-2
6273302-952146,0.0,6273302,952146,0,0,0,-1,1,1,1,-2
207004-6194518,0.0,207004,6194518,0,-1,0,0,1,1,0,0
6290249-4467676,0.0,6290249,4467676,1,2,0,-1,0,0,1,-2
6286206-145017,0.0,6286206,145017,1,1,0,-1,1,1,0,0
35539-73215,3.0,35539,73215,1,2,0,0,1,2,1,1
6298153-6299615,1.0,6298153,6299615,0,0,0,0,0,0,0,0
84303-42463,0.0,84303,42463,0,0,1,-2,1,2,1,-2
6235247-81434,3.0,6235247,81434,1,2,0,-1,1,3,1,-2
6288303-6333202,1.0,6288303,6333202,1,1,0,0,1,1,1,-2
28076-1743515,0.0,28076,1743515,0,-1,1,-2,1,2,1,-2
6288990-23967,1.0,6288990,23967,0,0,1,-2,1,1,1,-2
3578303-2375352,1.0,3578303,2375352,1,2,1,-2,0,0,0,0
561266-4517390,3.0,561266,4517390,0,-1,1,-2,1,3,1,-2
1970602-6271067,3.0,1970602,6271067,0,0,0,0,0,0,0,0
36095-20141,2.0,36095,20141,0,-1,1,1,1,2,1,-2
6308236-6276979,2.0,6308236,6276979,0,0,0,-1,0,0,1,-2
1346862-1292884,3.0,1346862,1292884,0,-1,1,-2,0,0,1,-2
6299324-2422093,0.0,6299324,2422093,1,1,0,0,1,1,1,-2
6322900-6316951,0.0,6322900,6316951,1,1,0,0,0,0,0,0
1210099-6334156,2.0,1210099,6334156,0,-1,0,0,1,1,0,0
6330763-3292382,3.0,6330763,3292382,0,-1,0,0,1,1,1,-2
1014721-6275569,1.0,1014721,6275569,0,0,0,-1,1,1,1,-2
6268946-214822,3.0,6268946,214822,0,-1,0,-1,1,1,1,-2
1170963-3575601,2.0,1170963,3575601,0,-1,0,-1,1,1,1,-2
6194621-4984138,1.0,6194621,4984138,0,0,0,0,1,1,0,0
6269055-6191927,1.0,6269055,6191927,0,-1,1,-2,0,0,0,0
6285646-6283487,2.0,6285646,6283487,0,-1,0,-1,1,2,0,0
6305055-6301058,1.0,6305055,6301058,0,-1,0,0,1,1,1,-2
6274744-6275687,0.0,6274744,6275687,0,-1,0,0,1,1,0,0
6282681-6303048,1.0,6282681,6303048,1,1,0,0,0,0,0,0
6244983-6269853,2.0,6244983,6269853,0,-1,1,1,1,1,1,1
14211-17174,3.0,14211,17174,0,0,1,-2,1,1,1,-2
4023004-1647212,3.0,4023004,1647212,1,2,0,0,1,1,0,0
9451-76976,2.0,9451,76976,1,1,0,-1,1,1,0,0
6300300-122892,0.0,6300300,122892,0,-1,0,-1,1,1,1,-2
6290053-6278835,3.0,6290053,6278835,0,-1,0,0,0,0,1,-2
37759-17205,1.0,37759,17205,0,-1,0,0,1,1,0,0
6282013-57905,1.0,6282013,57905,0,-1,0,0,0,0,0,0
245604-252528,2.0,245604,252528,0,-1,0,0,1,1,1,-2
1214760-1077345,2.0,1214760,1077345,0,-1,1,-2,1,1,1,-2
622103-6192931,0.0,622103,6192931,0,-1,0,0,1,1,0,0
26384-169910,1.0,26384,169910,0,-1,0,0,1,1,1,-2
6296171-6296324,0.0,6296171,6296324,1,1,0,0,1,1,0,0
18339-11791,0.0,18339,11791,0,-1,0,-1,0,0,1,-2
6278785-1213363,1.0,6278785,1213363,0,0,0,0,1,1,1,-2
6317886-836706,0.0,6317886,836706,0,-1,0,0,1,1,0,0
6308003-6280990,3.0,6308003,6280990,1,2,0,0,0,0,0,0
644502-4331041,1.0,644502,4331041,1,3,0,0,1,1,1,-2
6276234-1291053,0.0,6276234,1291053,0,-1,0,-1,1,2,0,0
36753-106815,1.0,36753,106815,0,0,1,-2,1,1,1,-2
6269501-4938244,1.0,6269501,4938244,0,0,0,0,0,0,1,-2
855728-567611,2.0,855728,567611,0,-1,0,0,1,1,1,-2
122879-1126413,2.0,122879,1126413,0,0,0,-1,1,1,0,0
6275502-1240598,3.0,6275502,1240598,0,0,0,0,0,0,1,-2
1915279-440137,2.0,1915279,440137,0,0,1,-2,1,1,0,0
21236-2099429,2.0,21236,2099429,0,-1,0,-1,1,1,1,-2
2341-81434,2.0,2341,81434,1,2,0,0,1,2,1,-2
246007-5831699,2.0,246007,5831699,0,0,0,0,1,1,1,-2
1760747-47881,2.0,1760747,47881,0,-1,1,-2,1,1,1,-2
6275002-4080693,0.0,6275002,4080693,0,-1,0,0,0,0,1,-2
1360764-1114800,2.0,1360764,1114800,0,-1,0,0,1,1,1,-2
264602-105551,2.0,264602,105551,0,-1,0,-1,0,0,0,0
73850-6307232,3.0,73850,6307232,1,1,0,0,1,1,1,-2
1234857-4463367,1.0,1234857,4463367,1,2,0,0,1,1,1,-2
848007-6272281,1.0,848007,6272281,0,-1,0,-1,0,-1,0,-1
12601-24660,2.0,12601,24660,0,-1,1,-2,1,1,1,-2
3791-27017,0.0,3791,27017,0,0,0,0,1,1,0,0
6313570-6297138,3.0,6313570,6297138,1,-2,1,-2,0,0,1,-2
868223-33127,1.0,868223,33127,0,-1,0,0,1,1,1,-2
6286177-17469,1.0,6286177,17469,0,-1,0,0,1,2,1,-2
6342808-6301894,0.0,6342808,6301894,0,-1,0,-1,0,0,0,0
6278947-6300302,1.0,6278947,6300302,0,-1,0,-1,0,0,0,0
257430-6269520,1.0,257430,6269520,0,-1,0,0,1,1,1,-2
5920891-680630,3.0,5920891,680630,0,0,0,0,1,1,1,-2
143852-6269939,2.0,143852,6269939,0,0,0,0,0,-1,0,-1
6290978-6275112,1.0,6290978,6275112,1,1,1,-2,1,1,1,-2
229471-19124,2.0,229471,19124,0,-1,0,-1,1,1,0,0
1240598-6271908,3.0,1240598,6271908,1,1,0,0,1,1,1,-2
6284272-6197964,1.0,6284272,6197964,1,-2,0,0,1,1,1,-2
871760-26910,1.0,871760,26910,0,-1,0,0,1,1,1,-2
6313434-28372,0.0,6313434,28372,0,-1,0,0,1,1,0,0
6328335-6303075,3.0,6328335,6303075,0,-1,0,-1,1,1,0,0
6274236-1912141,2.0,6274236,1912141,0,-1,0,0,1,1,1,-2
6269219-144466,0.0,6269219,144466,1,1,0,-1,1,1,1,-2
17656-20477,2.0,17656,20477,1,1,0,0,1,2,1,-2
28572-2544668,2.0,28572,2544668,1,2,0,0,1,2,1,-2
277857-3200138,1.0,277857,3200138,1,1,1,-2,1,1,1,-2
6251337-23501,2.0,6251337,23501,0,-1,0,0,1,1,1,-2
1173212-4100280,1.0,1173212,4100280,1,6,0,0,0,0,0,0
163517-1061108,0.0,163517,1061108,0,-1,0,0,1,1,0,0
3575942-87707,1.0,3575942,87707,1,1,0,-1,1,1,1,-2
6304141-6281985,0.0,6304141,6281985,0,-1,0,0,0,0,0,0
1402852-1205884,2.0,1402852,1205884,0,0,0,0,1,2,1,-2
6270064-143419,3.0,6270064,143419,0,-1,0,0,1,1,1,-2
6290693-3363618,1.0,6290693,3363618,0,-1,0,0,1,1,1,-2
6275973-6269521,3.0,6275973,6269521,0,-1,1,-2,1,1,1,-2
26275-23754,3.0,26275,23754,0,-1,0,-1,1,1,0,0
387257-6276979,3.0,387257,6276979,0,0,0,-1,1,1,1,-2
6285433-6289328,3.0,6285433,6289328,0,-1,0,0,1,1,1,-2
27063-6299430,3.0,27063,6299430,0,-1,0,-1,1,2,1,-2
6284068-6300534,3.0,6284068,6300534,0,0,0,0,0,0,0,0
6291928-6269278,1.0,6291928,6269278,0,-1,0,-1,1,1,0,0
6336764-6285311,0.0,6336764,6285311,0,0,1,-2,1,1,1,-2
6285930-6270391,3.0,6285930,6270391,0,0,0,0,1,1,1,-2
6283900-6277221,1.0,6283900,6277221,0,0,0,0,1,2,1,-2
206850-661819,1.0,206850,661819,0,0,0,0,1,1,1,-2
4233353-21853,3.0,4233353,21853,0,-1,1,-2,1,1,0,0
6271109-58167,0.0,6271109,58167,0,-1,1,-2,1,1,0,0
6273989-2472349,3.0,6273989,2472349,0,0,0,0,1,1,1,-2
